CUST_ID|NO_OF_CARDS_PURCHASES|NO_OF_CREDIT_CARDS_TRANSACTIONS|NO_OF_DEBIT_CARDS_TRANSACTIONS|NO_OF_TELLER_TRANSACTIONS|NO_OF_ATM_TRANSACTIONS|NO_OF_INTERNATIONAL_CARDS_TRANSACTIONS|NO_OF_INTERNATIONAL_ATM_TRANSACTIONS|NO_OF_E_TRANSACTIONS|VALUE_OF_CARDS_PURCHASES|VALUE_OF_CREDIT_CARDS_TRANSACTIONS|VALUE_OF_DEBIT_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_CARDS_TRANSACTIONS|VALUE_OF_INTERNATIONAL_ATM_TRANSACTIONS
89396||||2|0|0|0|0||||0.000000|0.000000
89425||||1|0|0|0|0||||0.000000|0.000000
89439|8|0|8|16|20|0|0|1|211.150000|0.000000|211.150000|0.000000|0.000000
89468|||||||||||||
89504|||||||||||||
89548|5|0|5|19|15|0|0|0|141.380000|0.000000|141.380000|0.000000|0.000000
89589|||||||||||||
89609|2|0|2|5|0|0|0|0|18.430000|0.000000|18.430000|0.000000|0.000000
89630|4|0|23|23|22|0|0|0|20.640000|0.000000|450.640000|0.000000|0.000000
89679|||||||||||||
89705|||||||||||||
89730|16|0|17|38|40|0|0|0|853.850000|0.000000|953.850000|0.000000|0.000000
89765||||7|3|0|0|0||||0.000000|0.000000
89791|||||||||||||
89830|82|0|94|97|71|0|0|3|8581.690000|0.000000|9351.690000|0.000000|0.000000
89851||||3|0|0|0|0||||0.000000|0.000000
89879|119|0|124|0|35|0|0|0|3566.160000|0.000000|3686.160000|0.000000|0.000000
89913||||5|0|0|0|0||||0.000000|0.000000
89943||||2|0|0|0|0||||0.000000|0.000000
89961|179|0|179|9|67|0|0|0|2477.560000|0.000000|2477.560000|0.000000|0.000000
89990|||||||||||||
90019|1|0|1|1|1|0|0|0|16.000000|0.000000|16.000000|0.000000|0.000000
90059|32|0|44|3|21|0|0|4|349.850000|0.000000|909.850000|0.000000|0.000000
90084|4|0|4|1|2|0|0|0|221.700000|0.000000|221.700000|0.000000|0.000000
90110||||2|0|0|0|0||||0.000000|0.000000
90139||||25|3|0|0|0||||0.000000|0.000000
90166|18|19|0|5|22|1|1|0|300.400000|309.420000|0.000000|13.790000|9.020000
90206|19|19|0|65|0|1|0|0|1690.840000|1690.840000|0.000000|87.690000|0.000000
90233|55|0|72|79|39|7|0|2|1063.020000|0.000000|1698.800000|126.960000|0.000000
90254||||0|14|0|0|0||||0.000000|0.000000
90285|3|0|3|0|0|0|0|0|131.910000|0.000000|131.910000|0.000000|0.000000
90322|81|0|81|3|22|0|0|0|2630.110000|0.000000|2630.110000|0.000000|0.000000
90356|1|0|1|16|1|0|0|0|39.000000|0.000000|39.000000|0.000000|0.000000
90378|6|0|6|30|4|0|0|0|616.800000|0.000000|616.800000|0.000000|0.000000
90403||||20|0|22|0|263||||1777.060000|0.000000
90433||||14|1|0|0|0||||0.000000|0.000000
90485|4|0|9|17|31|0|0|2|86.370000|0.000000|406.370000|0.000000|0.000000
90509|0|0|1|1|4|0|0|5|0.000000|0.000000|200.000000|0.000000|0.000000
90537||||1|4|0|0|0||||0.000000|0.000000
90579||||2|0|0|0|0||||0.000000|0.000000
90593|105|0|106|1|4|0|0|0|4884.430000|0.000000|4984.430000|0.000000|0.000000
90626|68|0|68|9|12|0|0|0|1867.650000|0.000000|1867.650000|0.000000|0.000000
90669|19|0|19|13|19|0|0|0|83.240000|0.000000|83.240000|0.000000|0.000000
90718|5|0|5|132|0|0|0|0|83.850000|0.000000|83.850000|0.000000|0.000000
90747|32|52|0|17|18|4|5|0|572.300000|1104.630000|0.000000|76.330000|122.330000
90789|15|0|17|9|43|0|0|0|581.340000|0.000000|781.340000|0.000000|0.000000
90819||||11|0|0|0|0||||0.000000|0.000000
90850|31|0|31|49|105|0|0|0|543.000000|0.000000|543.000000|0.000000|0.000000
90878|95|0|125|23|114|12|0|0|2525.270000|0.000000|3517.730000|343.450000|0.000000
90901||||0|9|0|0|0||||0.000000|0.000000
90943|2|0|3|78|5|0|0|0|152.450000|0.000000|192.450000|0.000000|0.000000
90994|12|0|12|90|66|0|0|0|212.960000|0.000000|212.960000|0.000000|0.000000
91037|84|81|3|91|39|2|0|0|2938.380000|2820.130000|118.250000|819.230000|0.000000
91057|56|0|57|16|132|0|0|0|2302.860000|0.000000|2332.860000|0.000000|0.000000
91086|24|0|24|55|44|0|0|0|993.340000|0.000000|993.340000|0.000000|0.000000
91121|86|6|86|51|104|0|0|0|4002.940000|412.760000|3880.180000|0.000000|0.000000
91151||||11|0|0|0|0||||0.000000|0.000000
91181|50|0|62|7|70|0|0|0|661.480000|0.000000|1051.480000|0.000000|0.000000
91227|||||||||||||
91253|110|0|114|0|49|0|0|0|2808.850000|0.000000|3000.530000|0.000000|0.000000
91291|3|0|3|9|14|0|0|0|214.000000|0.000000|214.000000|0.000000|0.000000
91310|0|0|2|21|10|0|0|0|0.000000|0.000000|300.000000|0.000000|0.000000
91336|10|0|10|32|0|0|0|0|343.060000|0.000000|343.060000|0.000000|0.000000
91356||||23|0|0|0|5||||0.000000|0.000000
91382|0|0|41|0|39|0|39|0|0.000000|0.000000|9877.410000|0.000000|9390.340000
91416||||5|0|0|0|0||||0.000000|0.000000
91444|0|0|2|10|29|0|0|0|0.000000|0.000000|60.000000|0.000000|0.000000
91465|||||||||||||
91493|||||||||||||
91520|6|0|6|17|1|0|0|3|431.260000|0.000000|431.260000|0.000000|0.000000
91547|27|0|43|32|34|0|0|0|717.630000|0.000000|1467.630000|0.000000|0.000000
91566||||11|0|0|0|0||||0.000000|0.000000
91595||||12|0|0|0|0||||0.000000|0.000000
91630|60|0|60|4|5|0|0|0|1572.350000|0.000000|1572.350000|0.000000|0.000000
91681||||1|0|0|0|0||||0.000000|0.000000
91714|18|0|22|0|74|0|0|0|346.670000|0.000000|986.670000|0.000000|0.000000
91756|22|0|28|32|15|0|0|0|462.370000|0.000000|792.370000|0.000000|0.000000
91775|172|0|172|148|30|0|0|0|11989.310000|0.000000|11989.310000|0.000000|0.000000
91808|2|0|2|18|1|0|0|0|820.000000|0.000000|820.000000|0.000000|0.000000
91836||||21|2|0|0|0||||0.000000|0.000000
91861|63|0|69|0|14|0|0|0|1412.010000|0.000000|2512.010000|0.000000|0.000000
91894||||1|0|0|0|0||||0.000000|0.000000
91920|7|0|7|2|20|0|0|0|55.640000|0.000000|55.640000|0.000000|0.000000
91953|84|84|0|46|17|13|0|2|2082.800000|2082.800000|0.000000|238.200000|0.000000
91968|4|0|4|12|17|0|0|0|76.630000|0.000000|76.630000|0.000000|0.000000
92007|3|0|3|54|13|0|0|0|465.000000|0.000000|465.000000|0.000000|0.000000
92037|25|0|25|19|0|0|0|0|473.940000|0.000000|473.940000|0.000000|0.000000
92060|5|0|5|12|0|4|0|0|450.260000|0.000000|450.260000|318.090000|0.000000
92084|103|0|133|0|20|95|20|0|7656.310000|0.000000|10566.330000|7256.690000|1289.200000
92102||||27|0|0|0|0||||0.000000|0.000000
92133||||22|0|0|0|0||||0.000000|0.000000
92149|43|0|43|126|2|0|0|0|3358.250000|0.000000|3358.250000|0.000000|0.000000
92169||||1|0|0|0|0||||0.000000|0.000000
92199|15|0|20|48|109|0|0|0|502.180000|0.000000|712.180000|0.000000|0.000000
92230|0|0|1|238|2|0|1|0|0.000000|0.000000|167.800000|0.000000|167.800000
92251|57|0|58|1|14|0|0|0|2023.730000|0.000000|2073.730000|0.000000|0.000000
92282|10|0|10|17|86|0|0|0|274.030000|0.000000|274.030000|0.000000|0.000000
92311|1|0|1|14|21|0|0|0|33.190000|0.000000|33.190000|0.000000|0.000000
92335|45|0|45|133|23|0|0|0|1070.280000|0.000000|1070.280000|0.000000|0.000000
92355|43|0|63|19|94|0|1|0|612.620000|0.000000|1984.150000|0.000000|85.430000
92373||||19|0|0|0|0||||0.000000|0.000000
92404||||52|0|0|0|0||||0.000000|0.000000
92423|0|0|13|10|13|0|0|0|0.000000|0.000000|180.000000|0.000000|0.000000
92457||||37|4|0|0|0||||0.000000|0.000000
92486||||0|0|0|0|0||||0.000000|0.000000
92503|2|0|2|34|0|0|0|0|18.600000|0.000000|18.600000|0.000000|0.000000
92534|20|0|30|42|9|16|9|0|788.530000|0.000000|1402.170000|635.810000|598.900000
92562|||||||||||||
92593|7|0|7|9|44|0|0|0|103.590000|0.000000|103.590000|0.000000|0.000000
92624|0|0|2|4|3|0|0|0|0.000000|0.000000|20.000000|0.000000|0.000000
92658||||2|0|0|0|0||||0.000000|0.000000
92683|1|0|1|31|0|0|0|0|15.600000|0.000000|15.600000|0.000000|0.000000
92706|||||||||||||
92725|10|0|13|77|49|0|0|0|220.210000|0.000000|360.210000|0.000000|0.000000
92744||||4|15|0|0|0||||0.000000|0.000000
92775|34|0|34|24|124|0|0|0|6347.060000|0.000000|6347.060000|0.000000|0.000000
92798|||||||||||||
92827||||1|0|0|0|0||||0.000000|0.000000
92853|29|0|32|24|24|0|0|0|432.890000|0.000000|552.890000|0.000000|0.000000
92873|0|0|1|1|2|0|0|37|0.000000|0.000000|70.000000|0.000000|0.000000
92894||||1|5|0|0|0||||0.000000|0.000000
92927|20|0|20|81|103|0|0|0|49.420000|0.000000|49.420000|0.000000|0.000000
92945|||||||||||||
92962||||0|0|0|0|0||||0.000000|0.000000
92978||||8|40|0|0|0||||0.000000|0.000000
93005|1|0|1|6|1|0|0|0|12.440000|0.000000|12.440000|0.000000|0.000000
93041|0|0|1|31|9|0|0|0|0.000000|0.000000|300.000000|0.000000|0.000000
93075|1|0|1|17|1|0|0|0|48.650000|0.000000|48.650000|0.000000|0.000000
93091|4|0|4|21|14|0|0|0|91.200000|0.000000|91.200000|0.000000|0.000000
93106|55|0|96|64|40|2|7|35|1304.500000|0.000000|3920.740000|49.820000|705.050000
93123|21|0|22|133|88|0|0|1|223.500000|0.000000|243.500000|0.000000|0.000000
93149|72|0|72|95|45|0|0|0|2072.300000|0.000000|2072.300000|0.000000|0.000000
93172|30|0|30|0|51|0|0|0|1609.150000|0.000000|1609.150000|0.000000|0.000000
93187|24|0|24|23|19|0|0|0|2408.740000|0.000000|2408.740000|0.000000|0.000000
93213||||5|0|0|0|0||||0.000000|0.000000
93233|2|0|5|61|22|0|0|0|23.000000|0.000000|153.000000|0.000000|0.000000
93257|26|26|0|135|1|2|0|0|763.440000|763.440000|0.000000|55.740000|0.000000
93276|68|0|70|12|41|0|0|0|4747.110000|0.000000|4867.110000|0.000000|0.000000
93294||||31|17|0|0|0||||0.000000|0.000000
93327|20|0|22|21|30|0|0|0|906.820000|0.000000|1206.820000|0.000000|0.000000
93352||||9|0|0|0|0||||0.000000|0.000000
93378|1|0|1|16|36|0|0|0|7.950000|0.000000|7.950000|0.000000|0.000000
93410||||0|2|0|0|0||||0.000000|0.000000
93436|15|0|15|49|23|0|0|6|404.090000|0.000000|404.090000|0.000000|0.000000
93449||||17|1|0|0|0||||0.000000|0.000000
93477|3|0|3|17|0|0|0|1|68.500000|0.000000|68.500000|0.000000|0.000000
93500||||0|10|0|0|0||||0.000000|0.000000
93543|3|0|4|14|22|0|0|0|19.780000|0.000000|69.780000|0.000000|0.000000
93562|4|0|4|44|75|0|0|0|14.450000|0.000000|14.450000|0.000000|0.000000
93602|10|0|10|2|7|0|0|0|301.430000|0.000000|301.430000|0.000000|0.000000
93647||||0|1|0|0|3||||0.000000|0.000000
93666|||||||||||||
93682|14|0|14|113|87|0|0|0|388.320000|0.000000|388.320000|0.000000|0.000000
93704|52|0|52|71|38|0|0|9|2192.500000|0.000000|2192.500000|0.000000|0.000000
93746|22|0|31|85|77|0|0|0|375.730000|0.000000|735.730000|0.000000|0.000000
93767||||17|10|0|0|0||||0.000000|0.000000
93817|0|0|2|22|2|0|0|0|0.000000|0.000000|150.000000|0.000000|0.000000
93852|0|0|7|14|45|0|0|0|0.000000|0.000000|950.000000|0.000000|0.000000
93881||||9|14|0|0|0||||0.000000|0.000000
93905|9|0|9|6|0|0|0|0|309.330000|0.000000|309.330000|0.000000|0.000000
93960||||14|4|0|0|0||||0.000000|0.000000
93981||||1|6|0|0|0||||0.000000|0.000000
94052||||1|0|0|0|0||||0.000000|0.000000
94097||||50|43|0|0|0||||0.000000|0.000000
94127||||29|0|0|0|0||||0.000000|0.000000
94151||||0|0|0|0|0||||0.000000|0.000000
94191|46|0|46|12|19|0|0|0|1619.480000|0.000000|1619.480000|0.000000|0.000000
94235|14|0|48|162|82|0|0|0|255.900000|0.000000|1195.900000|0.000000|0.000000
94263||||42|0|0|0|0||||0.000000|0.000000
94280|||||||||||||
94326||||7|0|0|0|0||||0.000000|0.000000
94348|1|0|1|0|1|0|0|0|13.000000|0.000000|13.000000|0.000000|0.000000
94378||||1|0|0|0|0||||0.000000|0.000000
94415|10|0|10|10|5|0|0|0|178.950000|0.000000|178.950000|0.000000|0.000000
94445|3|0|3|25|7|0|0|0|46.910000|0.000000|46.910000|0.000000|0.000000
94484|68|0|68|11|65|0|0|0|1476.370000|0.000000|1476.370000|0.000000|0.000000
94532|6|0|6|72|0|0|0|3|4564.400000|0.000000|4564.400000|0.000000|0.000000
94560||||78|0|0|0|0||||0.000000|0.000000
94591|6|0|6|14|6|0|0|0|38.960000|0.000000|38.960000|0.000000|0.000000
94624|6|0|6|0|3|0|0|0|171.700000|0.000000|171.700000|0.000000|0.000000
94651||||23|0|0|0|0||||0.000000|0.000000
94671||||60|1|0|0|0||||0.000000|0.000000
94694||||8|9|0|0|0||||0.000000|0.000000
94717|2|0|2|20|1|0|0|0|72.600000|0.000000|72.600000|0.000000|0.000000
94749||||11|15|0|0|0||||0.000000|0.000000
94795||||1|0|0|0|0||||0.000000|0.000000
94846|27|0|34|31|43|0|0|2|230.110000|0.000000|340.110000|0.000000|0.000000
94868||||20|0|0|0|0||||0.000000|0.000000
94912|6|0|6|12|0|0|0|0|145.840000|0.000000|145.840000|0.000000|0.000000
94950||||1|0|0|0|0||||0.000000|0.000000
94977|58|0|58|15|18|0|0|0|1884.010000|0.000000|1884.010000|0.000000|0.000000
95016||||13|41|0|0|2||||0.000000|0.000000
95048|6|0|6|46|24|0|0|0|162.900000|0.000000|162.900000|0.000000|0.000000
95083|4|0|4|3|1|0|0|2|951.800000|0.000000|951.800000|0.000000|0.000000
95147|3|0|7|62|40|0|0|0|161.140000|0.000000|561.140000|0.000000|0.000000
95197||||23|3|0|0|26||||0.000000|0.000000
95231||||4|0|0|0|0||||0.000000|0.000000
95275|||||||||||||
95313|110|0|111|0|35|0|0|0|2966.750000|0.000000|3016.750000|0.000000|0.000000
95344|7|0|7|1|6|0|0|0|453.810000|0.000000|453.810000|0.000000|0.000000
95367|9|0|10|22|48|0|0|0|354.610000|0.000000|374.610000|0.000000|0.000000
95397|1|0|1|2|0|0|0|0|96.000000|0.000000|96.000000|0.000000|0.000000
95421|59|0|59|0|86|0|0|0|2397.150000|0.000000|2397.150000|0.000000|0.000000
95451||||31|7|0|0|0||||0.000000|0.000000
95484|26|0|62|1|64|0|0|3|1158.780000|0.000000|5458.780000|0.000000|0.000000
95512|7|0|21|61|68|0|0|0|196.680000|0.000000|676.680000|0.000000|0.000000
95533|13|0|13|66|48|0|0|0|455.590000|0.000000|455.590000|0.000000|0.000000
95566|71|0|71|50|69|0|0|0|1799.380000|0.000000|1799.380000|0.000000|0.000000
95590||||2|0|0|0|0||||0.000000|0.000000
95616|6|0|6|62|2|0|0|0|2879.410000|0.000000|2879.410000|0.000000|0.000000
95637|13|0|13|16|7|0|0|0|260.150000|0.000000|260.150000|0.000000|0.000000
95663||||27|0|0|0|0||||0.000000|0.000000
95689|5|0|5|15|0|0|0|0|203.000000|0.000000|203.000000|0.000000|0.000000
95723||||3|0|0|0|0||||0.000000|0.000000
95748|205|0|206|1|80|7|0|0|5323.280000|0.000000|5363.280000|81.530000|0.000000
95777|89|0|89|22|63|0|0|0|1272.300000|0.000000|1272.300000|0.000000|0.000000
95803|1|0|1|27|2|0|0|0|60.000000|0.000000|60.000000|0.000000|0.000000
95826||||2|0|0|0|0||||0.000000|0.000000
95847||||9|0|0|0|0||||0.000000|0.000000
95871|49|0|54|11|16|0|0|0|1576.960000|0.000000|2126.960000|0.000000|0.000000
95896|164|0|164|0|235|1|0|0|4499.200000|0.000000|4499.200000|65.340000|0.000000
95931||||1|0|0|0|0||||0.000000|0.000000
95969|17|0|17|3|15|0|0|0|539.610000|0.000000|539.610000|0.000000|0.000000
96005|31|0|32|6|12|0|0|0|415.290000|0.000000|445.290000|0.000000|0.000000
96027||||3|0|0|0|0||||0.000000|0.000000
96062|||||||||||||
96107|33|0|38|90|46|1|0|0|794.730000|0.000000|1037.730000|8.490000|0.000000
96148||||6|0|0|0|0||||0.000000|0.000000
96182|8|0|8|0|0|0|0|0|264.010000|0.000000|264.010000|0.000000|0.000000
96202|81|0|81|89|50|0|0|0|3627.380000|0.000000|3627.380000|0.000000|0.000000
96225|34|0|36|27|8|15|2|29|878.000000|0.000000|1369.250000|312.260000|491.250000
96258||||18|12|0|0|0||||0.000000|0.000000
96284|12|0|12|79|0|0|0|25|562.760000|0.000000|562.760000|0.000000|0.000000
96300||||62|0|0|0|0||||0.000000|0.000000
96314|||||||||||||
96335||||1|9|0|0|0||||0.000000|0.000000
96351|0|0|1|3|69|0|0|0|0.000000|0.000000|10.000000|0.000000|0.000000
96374|||||||||||||
96412|41|0|47|27|47|0|0|0|1308.710000|0.000000|1668.710000|0.000000|0.000000
96439||||9|0|0|0|0||||0.000000|0.000000
96461||||11|12|0|0|0||||0.000000|0.000000
96491|||||||||||||
96506|6|0|6|14|19|0|0|0|10.360000|0.000000|10.360000|0.000000|0.000000
96527|1|0|1|86|0|0|0|0|115.000000|0.000000|115.000000|0.000000|0.000000
96546||||3|1|0|0|0||||0.000000|0.000000
96566||||4|3|0|0|1||||0.000000|0.000000
96595||||14|21|0|0|0||||0.000000|0.000000
96614||||23|25|0|0|0||||0.000000|0.000000
96641||||43|0|0|0|0||||0.000000|0.000000
96669|0|0|1|3|13|0|0|0|0.000000|0.000000|100.000000|0.000000|0.000000
96699|150|0|150|173|0|0|0|0|4740.130000|0.000000|4740.130000|0.000000|0.000000
96719|0|0|2|47|94|0|0|0|0.000000|0.000000|30.000000|0.000000|0.000000
96733|0|0|16|22|74|0|0|0|0.000000|0.000000|380.000000|0.000000|0.000000
96753|0|0|1|6|21|0|0|0|0.000000|0.000000|120.000000|0.000000|0.000000
96770||||34|0|0|0|0||||0.000000|0.000000
96789|3|0|4|27|91|0|0|0|19.060000|0.000000|119.060000|0.000000|0.000000
96805|||||||||||||
96826|3|0|3|3|2|0|0|0|1468.000000|0.000000|1468.000000|0.000000|0.000000
96851|6|0|15|6|27|0|0|0|1220.800000|0.000000|1340.800000|0.000000|0.000000
96875||||16|0|0|0|0||||0.000000|0.000000
96901|2|0|2|20|0|0|0|0|51.750000|0.000000|51.750000|0.000000|0.000000
96926||||14|0|0|0|0||||0.000000|0.000000
96964|67|0|68|183|66|21|0|601|8032.280000|0.000000|8052.280000|4466.070000|0.000000
96981|7|0|7|3|2|0|0|0|42.500000|0.000000|42.500000|0.000000|0.000000
97007||||2|3|0|0|0||||0.000000|0.000000
97026||||4|10|0|0|0||||0.000000|0.000000
97050|5|0|5|72|2|0|0|5|851.770000|0.000000|851.770000|0.000000|0.000000
97080|46|0|46|76|8|0|0|0|656.590000|0.000000|656.590000|0.000000|0.000000
97110||||20|0|0|0|0||||0.000000|0.000000
97135||||4|0|0|0|0||||0.000000|0.000000
97153|29|0|29|5|0|21|0|0|7775.240000|0.000000|7775.240000|5711.020000|0.000000
97167|3|0|3|2|1|0|0|0|186.710000|0.000000|186.710000|0.000000|0.000000
97183|||||||||||||
97202||||7|0|0|0|0||||0.000000|0.000000
97217|4|0|4|7|30|0|0|0|46.270000|0.000000|46.270000|0.000000|0.000000
97240||||4|0|0|0|0||||0.000000|0.000000
97280||||35|0|0|0|0||||0.000000|0.000000
97295||||8|1|0|0|0||||0.000000|0.000000
97309||||17|29|0|0|0||||0.000000|0.000000
97334|1|0|4|31|121|0|0|0|4.850000|0.000000|44.850000|0.000000|0.000000
97352||||0|3|0|0|0||||0.000000|0.000000
97368|||||||||||||
97385||||16|0|0|0|0||||0.000000|0.000000
97410||||12|14|0|0|0||||0.000000|0.000000
97428|||||||||||||
97482|||||||||||||
97499|10|0|10|20|8|0|0|0|62.400000|0.000000|62.400000|0.000000|0.000000
97512||||27|66|0|0|0||||0.000000|0.000000
97527||||0|10|0|0|0||||0.000000|0.000000
97544|6|0|6|2|10|0|0|0|31.930000|0.000000|31.930000|0.000000|0.000000
97567|||||||||||||
97604|0|0|2|25|25|0|0|0|0.000000|0.000000|20.000000|0.000000|0.000000
97634||||45|0|0|0|0||||0.000000|0.000000
97655|||||||||||||
97669||||20|12|0|0|0||||0.000000|0.000000
97688|||||||||||||
97706|||||||||||||
97728||||0|7|0|0|0||||0.000000|0.000000
97746|1|0|1|6|2|0|0|6|59.900000|0.000000|59.900000|0.000000|0.000000
97777||||0|4|0|0|0||||0.000000|0.000000
97801||||4|10|0|0|0||||0.000000|0.000000
97830|||||||||||||
97869||||15|1|0|0|0||||0.000000|0.000000
97895||||20|0|0|0|0||||0.000000|0.000000
97950||||3|0|0|0|0||||0.000000|0.000000
97985|2|0|2|17|2|0|0|0|8.240000|0.000000|8.240000|0.000000|0.000000
98041|9|0|9|29|15|0|0|0|394.760000|0.000000|394.760000|0.000000|0.000000
98068||||23|0|0|0|0||||0.000000|0.000000
98114|6|0|6|15|52|0|0|1|69.600000|0.000000|69.600000|0.000000|0.000000
98138|55|0|55|49|24|0|0|0|1439.360000|0.000000|1439.360000|0.000000|0.000000
98155||||25|53|0|0|0||||0.000000|0.000000
98186||||2|0|0|0|0||||0.000000|0.000000
98217|1|0|1|0|0|0|0|0|4.000000|0.000000|4.000000|0.000000|0.000000
98251||||22|24|0|0|0||||0.000000|0.000000
98286|||||||||||||
98324||||1|0|0|0|0||||0.000000|0.000000
98341||||2|5|0|0|0||||0.000000|0.000000
98362|0|0|1|12|27|0|0|0|0.000000|0.000000|30.000000|0.000000|0.000000
98391|1|0|1|0|0|0|0|0|3.550000|0.000000|3.550000|0.000000|0.000000
98420|||||||||||||
98442||||12|34|0|0|0||||0.000000|0.000000
98483|5|0|19|31|14|0|0|1|69.500000|0.000000|2119.500000|0.000000|0.000000
98537|||||||||||||
98554||||13|0|0|0|0||||0.000000|0.000000
98583||||4|18|0|0|0||||0.000000|0.000000
98621|||||||||||||
98640|12|0|13|42|27|0|0|56|431.960000|0.000000|451.960000|0.000000|0.000000
98714||||12|1|0|0|0||||0.000000|0.000000
98759||||6|0|0|0|0||||0.000000|0.000000
98788||||24|30|0|0|0||||0.000000|0.000000
98832||||2|0|0|0|0||||0.000000|0.000000
98875|0|0|2|7|21|0|0|0|0.000000|0.000000|20.000000|0.000000|0.000000
98901|20|0|22|188|14|0|0|3|1279.580000|0.000000|1485.890000|0.000000|0.000000
98962||||1|0|0|0|0||||0.000000|0.000000
98988|0|0|7|23|8|0|0|0|0.000000|0.000000|180.000000|0.000000|0.000000
99009||||24|0|0|0|0||||0.000000|0.000000
99048|1|0|1|14|3|0|0|1|5.000000|0.000000|5.000000|0.000000|0.000000
99113|16|0|17|3|16|0|0|0|329.390000|0.000000|359.390000|0.000000|0.000000
99173|4|0|4|8|5|0|0|0|167.240000|0.000000|167.240000|0.000000|0.000000
99213|19|19|0|444|0|13|0|0|1742.900000|1742.900000|0.000000|1399.830000|0.000000
99249|11|0|26|68|24|0|0|0|1755.990000|0.000000|2525.990000|0.000000|0.000000
99280|||||||||||||
99336||||4|0|0|0|0||||0.000000|0.000000
99384||||0|0|0|0|86||||0.000000|0.000000
99430||||1|0|0|0|0||||0.000000|0.000000
99496||||2|4|0|0|0||||0.000000|0.000000
99544|||||||||||||
99605||||7|13|0|0|0||||0.000000|0.000000
99694|||||||||||||
99750|||||||||||||
99791|28|0|28|69|12|0|0|0|1782.930000|0.000000|1782.930000|0.000000|0.000000
99841||||33|0|0|0|0||||0.000000|0.000000
99899|16|14|2|78|7|0|0|89|690.020000|644.890000|45.130000|0.000000|0.000000
99943||||5|5|0|0|0||||0.000000|0.000000
99971|2|0|3|40|0|0|0|1|45.680000|0.000000|162.680000|0.000000|0.000000
100032|||||||||||||
100055|63|0|66|3|1|61|1|0|2016.190000|0.000000|2069.150000|1981.910000|25.510000
100096|||||||||||||
100154|22|0|26|51|25|0|0|255|337.020000|0.000000|407.020000|0.000000|0.000000
100192|47|0|47|25|49|0|0|0|1104.980000|0.000000|1104.980000|0.000000|0.000000
100255||||1|0|0|0|0||||0.000000|0.000000
100273||||0|2|0|0|0||||0.000000|0.000000
100310|||||||||||||
100346||||13|0|0|0|0||||0.000000|0.000000
100379|51|0|51|5|8|30|0|82|2902.890000|0.000000|2902.890000|1791.770000|0.000000
100404||||30|0|0|0|0||||0.000000|0.000000
100426|39|0|39|37|76|0|0|0|1691.300000|0.000000|1691.300000|0.000000|0.000000
100464|55|0|58|16|93|0|0|0|1282.420000|0.000000|1482.420000|0.000000|0.000000
100506|2|0|2|49|7|0|0|152|376.000000|0.000000|376.000000|0.000000|0.000000
100541|||||||||||||
100566|0|0|1|3|16|0|0|0|0.000000|0.000000|60.000000|0.000000|0.000000
100590||||0|2|0|0|0||||0.000000|0.000000
100630||||71|20|0|0|0||||0.000000|0.000000
100656|4|0|4|42|0|0|0|0|169.890000|0.000000|169.890000|0.000000|0.000000
100679|||||||||||||
100697|3|0|3|26|11|0|0|0|112.800000|0.000000|112.800000|0.000000|0.000000
100718|3|0|3|1|4|0|0|0|26.480000|0.000000|26.480000|0.000000|0.000000
100737|46|0|46|192|53|0|0|4|1867.090000|0.000000|1867.090000|0.000000|0.000000
100795||||32|0|0|0|0||||0.000000|0.000000
100827||||8|31|0|0|0||||0.000000|0.000000
100847|6|0|6|3|4|0|0|0|798.990000|0.000000|798.990000|0.000000|0.000000
100878||||8|0|0|0|0||||0.000000|0.000000
100911|32|0|32|10|27|0|0|0|1333.640000|0.000000|1333.640000|0.000000|0.000000
100946|58|58|0|1|0|2|0|0|2338.850000|2338.850000|0.000000|66.320000|0.000000
100973|98|0|102|201|169|0|0|6|2396.490000|0.000000|2476.490000|0.000000|0.000000
101000||||38|0|0|0|0||||0.000000|0.000000
